A2Q3ICGWZLY3JJ,B007WTAJTO,98020,"[0, 0]","It works file writes bit slower than expected USB3 reader.Also both reads writes FASTER card inside standard-size SD adapter (15 MB/s vs 10 write; 45 MB/s vs 22 MB/s read) same card reader. Can't figure why...",5.0,"It works but not as fast as expected",1384905600,2013-11-20,383,0,0
AN2VFTXYW1SZU,B007WTAJTO,9z4cda,"[0, 0]",THE NAME OF ITSELF SPEAKS OUT. GO SANDISK GO!,5.0,A RENOUND NAME BRAND,1404432000,2014-04-07,245,0,0
AVHN134ADVP4R,B007WTAJTO,"A4Q96 ""Gadget Lover""","[0, 0]","Solid SDHC card fast (at reading writing) fast (for recording video pics) has great capacity reasonably priced. have had no issues it.Overall highly recommend.",5.0,Great SDHC card,1384992000,2013-11-21,382,0,0
A3EA7KGYC8LB0,B007WTAJTO,"Aaron ""Aaron""","[0, 0]","Heard card's write speed insufficient however have used extensively haven't had single problem it!!",5.0,Use it for my GoPro Hero 3+ Black,1392595200,2014-02-17,294,0,0
A29RI184HRX66H,B007WTAJTO,"Aaron ""Aaron""","[0, 0]",bought to use my go pro hero 3 black edition. requires class 10 MicroSDXC card. far had no issues Fast read/write came adapter small packaging that's all needed! Comes nice hard plastic case to keep both dry together if needed.",5.0,"Awesome price great brand name",1357257600,2013-04-01,616,0,0
A2G9ZHVA6IOGBY,B007WTAJTO,Aaron Alvarez,"[0, 1]",got because i had 2 GB one filled up. i kept getting insufficient disk space my phone. my kids take my phone do selfies. mostly my daughter. had to get bigger card. 2GB one carry over old phone.needless to say sweet. plenty of space. i dont have to delete pictures anymore. well for now least.my daughter loves selfies.,5.0,great price. fast,1393718400,2014-02-03,308,0,1
A1OATGH4DF0RF0,B007WTAJTO,Aaron F. Virginie,"[0, 0]","Class 10 Speed Rating for Seamless Full HD VideoThe SanDisk Ultra UHS-I card features Class 10 UHS Speed Class 1 (U1) rating highest video performance available for recording uninterrupted Full HD** video.Flawless App PerformanceThis card can retrieve stored data almost instantly thanks to its up to 30MB/s read capability fast bus interface. The SanDisk Ultra microSDHC microSDXC UHS-I cards offer faster app loading smoother more fluid app performance.Storage Capacities Up to 64GBThis card has plenty of room to accommodate Full HD videos MP3s apps other memory-intensive mobile files. Available sizes up to 64GB can store all apps music video want.Android App for Easy File ManagementThe included SanDisk Memory Zone app lets easily view access backup all of your digital files your phone's memory additional memory card cloud service all one convenient place. Using app can easily move files your card to number of cloud storage services.Durable DesignSanDisk Ultra UHS-I memory cards can capture memories -13 to 185 degrees Fahrenheit shockproof waterproof X-ray-proof design. Your mobile device may not survive your SanDisk memory card will.",5.0,Get Fast Load Times,1372896000,2013-04-07,610,0,0
A1V6CQACZ9IOLC,B007WTAJTO,Aaron Graves,"[0, 0]",The read write speeds better than Samsung SD card had previously. would not hesitate to buy another one of these great Micro SD cards SanDisk. also own their Clip plus MP3 player works well. think becoming fan of SanDisk products.,5.0,Very good little Micro SD card,1398988800,2014-02-05,306,0,0
A2ELBSIZ26GKM2,B007WTAJTO,Aaron,"[0, 0]",works NL1520. No video stuttering 64gb. Blah blah blah blah to fill the rest.,5.0,works,1389052800,2014-07-01,160,0,0
A2C2LVTNNNPAMV,B007WTAJTO,A.G., Cut Once""","[0,Class 10 speeds only way to fly 29.71GB of usable space should good for while.,5.0,Fast and Full of Empty Space,1396742400,2014-06-04,187,0,0
A6AL9BZ0JALUP,B007WTAJTO,Aaron,"[0, 0]",Works as expected. High transfer speed. Nice to have extra microSD adapters lying around since always seem to misplace them. Mainly bought to use my Nikon DSLR since can put card directly into my (CM modded) Nook HD+ tablet field view my images larger screen.,5.0,Works,1382832000,2013-10-27,407,0,0
A80SHWURCS1KD,B007WTAJTO,Aaron,"[0, 0]","Works great Samsung Galaxy S3. Formatted straight away full size there. can't tell speed difference between one slower card replaced. guess IO phone can't take advantage.",5.0,Good with Galaxy S3,1388275200,2013-12-29,344,0,0
ATSVUBE2115N1,B007WTAJTO,Aaron Madden,"[0, 0]",SanDisk never disappoints. As always SanDisk products worth every penny. Nice product quality works great. recommend product to everyone.,5.0,Never disappoints,1383609600,2013-05-11,576,0,0
A3R54B4AFAV3PD,B007WTAJTO,aaron mckaig,"[0, 0]","Good price works flawless my Samsung S4! Normal SanDisk quality! That why go brand only brand..",5.0,Great,1396569600,2014-04-04,248,0,0
A243XIFG20QRQW,B007WTAJTO,Aaron Nash,"[0, 0]",San disk hard to beat. You will pay more for brand get quality product. Would purchase again.,5.0,Perfect,1395532800,2014-03-23,260,0,0
A9DQ4Q5LPUCYJ,B007WTAJTO,Aaron Smith,"[1, 2]",Installed my Blackberry Q10 SQN100-1 formatted. Works fine. Plenty of storage space for pictures videos of my son park.,5.0,It does the job.,1390867200,2014-01-28,314,1,2
A1U9QJQW3XPRL2,B007WTAJTO,Aaron T. Swain,"[0, 0]",received my card class 10 64GB correct serial#SDSDQUA-064G-A11A. received unopened SanDisk packaging. am going to use my HTC Rezound hope works. From what have read will work after reformatting disk. will update review if have any issues using if not my rating will remain unchanged...",5.0,64 GB,1343260800,2012-07-26,865,0,0
A3PIINTTBEA5C3,B007WTAJTO,A. Atkinson,"[1, 1]","Stuck my S2 formatted settings works great! Already filled music pics videos... Get card format right you'll have no problems. If your phone won't do right should have got Samsung! haha...",5.0,Perfect and Fast in my S2!!,1353456000,2012-11-21,747,1,1
A2U4VW7FAB7W9A,B007WTAJTO,ABailey8833,"[0, 0]",purchased two of these one for my Samsung tablet one for my samsung galaxy note. Great hardware truly speedy responsive meets my needs!",5.0,Great product!,1356652800,2012-12-28,710,0,0
ADAVEDQ2BK3XE,B007WTAJTO,abbadon,"[0, 0]","As advertised specs match. As long as device as using can handle (i.e. USB 3.0 not some crapple bs) delivers advertised speed. P.S. The speed READ not WRITE knew right?",5.0,Works.,1382659200,2013-10-25,409,0,0
A25TM6Q7ROIR0Y,B007WTAJTO,ABC317,"[0, 0]",item great! can't how small is. Imagine 64gb size back 70's when had whole buildings full of computers couldn't pack much space! Great item.,5.0,Great Product!!!,1381881600,2013-10-16,418,0,0
A2QVJ0I3RAQHTS,B007WTAJTO,Abdul Purnell Askew SR,"[0, 0]","I've been trying for while to get hold of 32GB Micro SD for my phone tablet. It's pretty fast compared to 16GB cards been using. saw performance boost my phone which have many apps pictures music other documents on. The phone boots fully stable about 2 mins as apposed to 5-6 mins. My computer also can write to these cards much faster than 16GB ones using. If phone tablet any other device can support recommend purchase these. Also pay half price using Amazon as opposed to other retail stores who's price least double more. seen these same cards going for about $72 my area.",1.0,Great Micro SD card,1365984000,2013-04-15,602,0,0
AF24M1HKIZ7QC,B007WTAJTO,"Abdulrahman J. Alrashed ""dr34m3r""","[0, 0]",bought 2 of those SanDisk 32 GB microSD used them my Galaxy Note Galaxy S4First one my phone started saying removed then recognize again :) then diedI thought it's luck plugged 2nd one :) stayed for about 2 months died suddenly ! lost everythingnever buying SanDisk again ever",4.0,Bought 2 :) Died,1375488000,2013-03-08,640,0,0
A1KIF9Z5VFPH7H,B007WTAJTO,"Abel Feliciano ""Ace Master""","[0, 0]",The memory card excellent condition work as described. Dependable easy to use. An excellent choice for enthusiast who requires more storage.,5.0,Excellent product.,1347321600,2012-11-09,759,0,0
A747BB4QM2SWW,B007WTAJTO,A. Bell,"[0, 0]",got couple of these varying sizes. had no problems no complaints about speed. always end up buying more because prices so low for what get.,5.0,several sizes. zero issues.,1376784000,2013-08-18,477,0,0
A228CMRTDIS8S9,B007WTAJTO,A. Berrios,"[0, 0]",only had 8 gigs of memory my Note 2 running out of room. Now have so much memory space available don't know what to do,5.0,Great card,1399680000,2014-10-05,64,0,0
A2OP1LOKO6P5W4,B007WTAJTO,Abe The Babe,"[1, 1]",Bought for my Surface Pro. had there for few months had no problems. Very fast stable.,5.0,Works great!,1375142400,2013-07-30,496,1,1
AKVRSGKPY2C4R,B007WTAJTO,Abhi gautam,"[0, 0]",would recommend card to everyone.Data Transfer speeds - excellent card my Galaxy S2. Didn't need to format card anything. am 100% satisfied.,1.0,100% satisfied. Recommend to all.,1349568000,2012-07-10,881,0,0
A1FKE13D77L3Y3,B007WTAJTO,Abraham Arturo Meza Marin,"[0, 0]",bougth micro SD card after some trubles other i got Kingston i can tell SanDisk other quality best my i9300 phone can read 64GB fast dta transfer speed my pc to my amazing if looking for additional storage to phone for music pictures other type of files for you.Pros-Very good quality materials of construction-Amazing speedUpdate after one year memory damaged can not delete put new files can not format memory tried to format my phone my pc camera nothing now like 64gb cd data memory only available to read can not move delete bought memory to used to backup all my data of my android device now only readable memory can not write data any more hope sandisk make better products future!!! Total disagree will buy Samsung memory card expected better quality.",5.0,Stop working after 1 year,1361232000,2013-02-19,657,0,0
A31SZHOH3EMTVF,B007WTAJTO,Abraham,"[0, 0]","Using contout gps camera don't waste your time buying any other brand will a waste. Buy best to start with.",5.0,crazy fast,1376265600,2013-12-08,365,0,0
A3433V6H1NDFGP,B007WTAJTO,"Abraham Kovler ""ripvanlink""","[0, 0]","This fantastic little drive has all gigabytes says works all ways can discern use to hold flac recordings play my excellent Fiio X5 digital audio player. real not one of fakes evidently out there.",5.0,This is a fantastic little drive,1404864000,2014-09-07,92,0,0
A2EEM4XQKLPNRO,B007WTAJTO,"A. Gill ""Measure Twice,"[0, 0]",0]""The subject says all. Does what it's supposed to do a great price. When it's sale buy it.",5.0,Great price.  Good Speed.  Reliable.,1353974400,2012-11-27,741,0,0
A27PGCCMGJSH3X,B007WTAJTO,Abram Vargas,"[0, 0]",am happy Micro SD. could tell difference response time my BB curve as well as my Asus tablet. If want something can transfer files Photos Videos Music faster Micro SD card for you. Now will say there faster cards out there not price. does trick for my devices. Now Professional Photographer might want to go the Ultra 3 Micro SD if everyday user will work wonders for device.",5.0,Verry happy,1344816000,2012-08-13,847,0,0
A28PQ9EX1MDCXP,B007WTAJTO,A. Brattoli,"[0, 1]","I've purchased several of these little babies over years always buy SanDisk. never had one fail price great for amount of storage get.",1.0,SanDisk quality,1394409600,2014-10-03,66,0,1
A1X1FX3NSOFCT3,B007WTAJTO,"Abused Commuter ""abused_commuter""","[0, 0]","Ordered for Galaxy S3. Lasted few months then broke. Is not accessible several different PC's.Says ""limited lifetime"" warranty - BS. You have ONE MONTH for Eco Zone. Not only did lose pictures now am out $$ because of crappy return policy.In future will buying Kingston not Sandisk.-----------------Update: Amazon Customer service made good refunded my purchase price. still will not buying any more Sandisk memory cards however...",4.0,Beware... goes bad and takes your pics with it,1374278400,2013-07-20,506,0,0
A3RV1L35IPTV61,B007WTAJTO,abushaheed,"[0, 0]","more 8mb/s my Note 10.1 that's using SanDisk's own app. bit faster my Note II still disappointment for devices quad core processors. Not sure if it's card device so benefit of doubt four stars.",5.0,Not bad,1357430400,2013-06-01,555,0,0
A2RRKGVZR7YSNJ,B007WTAJTO,"A. Bystricky ""Tony B.""","[0, 0]","not much to say other than plug play good quality fits lot of video ...good good good",5.0,good,1392595200,2014-02-17,294,0,0
AGX2K0FMS0IVL,B007WTAJTO,AC500Driver,"[0, 0]","A new camcorder required fast SD (micro) SanDisk products have always provided first class service so extra cost well worth it.",5.0,"Fast very fast",1396483200,2014-03-04,279,0,0
A32WSJTH8ZWZC4,B007WTAJTO,"A. Carr ""game hater""","[0, 0]","This tiny marvel does what claims. The only possible problem SO small may lose if happen to drop during handling. 16 GB capacity won't handling often.",5.0,"Very small huge capacity",1398729600,2014-04-29,223,0,0
AQKJYY46WQWO7,B007WTAJTO,acballer,"[0, 0]",does job price right. came quickly so happy for purchase. would recommend would again.,2.0,Works great,1390089600,2014-01-19,323,0,0
A2RJ7DAL63MN1F,B007WTAJTO,Ace of Sevens,"[0, 0]",used for few months my phone then decided to quit mounting. lost some pictures of pets who died shortly after. got replacement card had to send old one giving up any chance of recovering its contents. The new one's worked fine failing after 3 months inexcusable.",5.0,Worked for a few months,1391126400,2014-01-31,311,0,0
A7IRR3TLZK2C5,B007WTAJTO,ac,"[0, 0]","A memory card either works doesn't. always going to one star five star review - no middle ground.The adapter nice bonus too though don't have anything to use with.",5.0,"It works what else is there?",1374364800,2013-07-21,505,0,0
AVVG2XSQM9W4C,B007WTAJTO,AC,"[0, 0]",purchased card to use my ContourROAM2 works great. All had to do put card camera format and good to go. allows me to easily record hours of 720p/60fps video without running out of space slowing down.",5.0,Great MicroSDHC Card,1358121600,2013-01-14,693,0,0
AGA9831VH03YG,B007WTAJTO,A. Chock,"[0, 0]",Upgraded 32GB to 64GB card for my Galaxy Note phone. Looks works fine has full capacity. Good product.,4.0,Works fine in my Galaxy Note phone from AT&T,1356652800,2012-12-28,710,0,0
A3IJIFZ5HH819V,B007WTAJTO,A. Cho,"[0, 0]","everything about great except for adapter. to tight i had to use tool to take back out of adapter causing me to chip so my fault i guess i also bought 16gb version adapter for one fine.",5.0,Great but...,1373414400,2013-10-07,427,0,0
A1M1BDJBIS2KUJ,B007WTAJTO,a_compulsive_reader,"[0, 0]","Liked first one purchased so much bought second one. Very fast read write speeds good price plus SanDisk has best software device compatibility. Forget thumb drives - your most flexible durable option. Use direct your tablet smart phone and/or buy decent usb card reader can load voila instant super-speedy upgradeable thumb drive. Works great my tablet my newer card reader - still kicks butt of every thumb drive know of even when used my old plastic USB 2.0 card reader held together scotch tape lol. Have purchased several microSD cards since first came out 2GB to 32GB all still work fine - cannot say same re thumb drives purchased during same time period.One point - beware of counterfeits. Samsung number one brand so unfortunately get counterfeited LOT. check reviews only buy reliable seller. suggest buying direct Amazon (or Memory Mogul) - have purchased both no issues.",5.0,"Fast reliable compatible buy it direct from Amazon or Memory Mogul to avoid counterfeits",1385164800,2013-11-23,380,0,0
A33S8906845ZOM,B007WTAJTO,acondie13,"[0, 0]",Really can't say anything bad about Does what says. Super fast great storage size for lots of movies such.,4.0,Works as advertised with no problems whatsoever.,1394928000,2014-03-16,267,0,0
A1R0JMNRV7HVQM,B007WTAJTO,ACZ,"[0, 0]","Used my phone it's plenty fast works should. Unexpectedly comes mini full SD card size adapters which nice. &#34;Fool-proof&#34; packaging whatever laughable. Packaging decent shouldn't have bragged about being impossible to mess up when messed up.",5.0,Works just like it should in my phone,1383609600,2013-05-11,576,0,0
AISPK12EZ1YKZ,B007WTAJTO,adam,"[0, 0]",just standard micro SD card i would recommend to anyone. i purchased for my dad who using to expand memory his tablet! shipped fast slight bit cheaper than stores i believe.,5.0,just the standard micro sd,1389139200,2014-08-01,129,0,0
A1Q0TKY4A5NBFW,B007WTAJTO,Adam J. Hanson,"[0, 0]",ordered for my new Samsung Galaxy note II works awesome! Installed had no problems. loaded all my music and didn't even scratch surface of capacity of card! shouldn't ever have to worry about running outta room card. Highly recommended for any smartphone user!",5.0,Awesome micro sd card for smartphone.,1359244800,2013-01-27,680,0,0
A1839EV6FXY0KM,B007WTAJTO,"Adam J. Lomprey ""lompreya""","[0, 0]",Great Deal much faster file movement.Definitely worth purchase sandisk has proved why have good products.,5.0,Awesome!!!,1377561600,2013-08-27,468,0,0
A2S71GBBSMZBO6,B007WTAJTO,Al,"[0, 0]","Great value plenty of storage for both my phone & tablet! looked around a good deal.",5.0,Great Value!,1386201600,2013-05-12,575,0,0
AYMGKDLMEN0A5,B007WTAJTO,AL,"[0, 0]",Shipped fast worked well! use in case have to take lot of photos! Loads fast!,5.0,Works very well!,1400025600,2014-05-14,208,0,0
AI1NJ92OUOM2V,B007WTAJTO,Adam M Barnes,"[0, 0]","You'll pay $10 more for these anywhere else. initially leery of buying another SD card amazon. 4 years ago did so card fake (said had 32 gigs when plugged into computer could only load about 11 onto would say &#34;full.&#34; Apparently there's way to fool your computer into thinking there's more space than there what fake/counterfeit cards will do).Not so this one. It's real deal genuine SanDisk contains as many GB as says does. pleased customer.",5.0,Great product at a great price.,1392163200,2014-12-02,6,0,0
A2GZ925MLB71YJ,B007WTAJTO,Adam M.,"[0, 0]","Use my Samsung Galaxy S4. Have had for almost year now no problems expands your memory capabilities easy enough to install.",5.0,Works well with Samsung Galaxy S4,1405209600,2014-07-13,148,0,0
A6K6Z2V4TUVZ7,B007WTAJTO,adam smith,"[0, 0]","32gb of storage for my new Asus tablet what's not to love? can't imagine paying more for model upgraded storage especially since it's usually $100 more. was cheap works great.",5.0,Cheap and awesome.,1385424000,2013-11-26,377,0,0
A39H670PD32Z1X,B007WTAJTO,"Adam Sorenson ""Adam""","[1, 1]","excellent quality excellent speed. no complaints here. easy to use reliable red stripe front makes easy to find crowded desk",3.0,"excellent quality excellent speed",1386806400,2013-12-12,361,1,1
APAEBFIM1588A,B007WTAJTO,"Adam Wright ""Electrical Engineer""","[0, 0]","This card advertises itself as UHS1 it's actually UHS50.This means will not go up to SDR104 speeds/throughput.Not necessary bad false advertising.",5.0,only capable of doing DDR50/SDR50 max,1378684800,2013-09-09,455,0,0
A28OTEB0YBEUC,B007WTAJTO,Adan Montiel,"[0, 0]","Purchase for HP tablet to have more memory for music download pictures video. Have enough room to store some memory left over.",5.0,HP tablet use,1391817600,2014-08-02,128,0,0
A1U2KXV5DYXXUM,B007WTAJTO,Adanna,"[0, 0]","Can there anything wrong sandisk product? items read to sooooo quickly am quite happy",5.0,love it,1388707200,2014-03-01,282,0,0
A1OM05JSG2J1KB,B007WTAJTO,adavey,"[0, 0]",lot of people want big memory which fine. need to look speed class. one class 10. Which great when your taking pictures video. will not freeze because can move MB/s fast enough. Lesser speed cards will freeze will say waiting for camera will miss moment. Its also Sandisk which name can trust when come to memory cards.,5.0,Great memory card!,1356048000,2012-12-21,717,0,0
A124DIYEKRO9EO,B007WTAJTO,Adeel Azhari,"[0, 0]","fast transfer rates downloaded about 2GB of videos form card to my laptop through card reader all about minute",5.0,fast transfer rates,1373155200,2013-07-07,519,0,0
A6DF9OQYVGS8X,B007WTAJTO,adg44,"[0, 1]","There something to said about SanDisk. You plug works. never had one DOA any memory issues throughout years both for my camera storage products. installed in my Galaxy SIII recognized right away able to dump my music onto Speed seems great as well no complaints.",5.0,"It works like all SanDisk memory products",1353888000,2012-11-26,742,0,1
AR4KV2Q28151J,B007WTAJTO,A discerning buyer,"[0, 0]","How do praise extra memory? fills my MP3 player every song my heart desires sound quality perfect. The ease of use superb. It's great.",5.0,"Good price great product",1376956800,2013-08-20,475,0,0
A3C1GQH1ISWBE7,B007WTAJTO,Adrian,"[0, 0]","All though states 16gig only has 14.8gig available know happens expected keep mind if your wanting more storage might want to order 32gig card. exactly what i expected needed so no complaints.",5.0,Just as described,1354752000,2012-06-12,909,0,0
A2DWYIWF77NVSO,B007WTAJTO,Adrian,"[0, 0]","does job as advertised.if need extra memory your phone/tablet whatever device bext buy(price/quality)",5.0,does the job.,1391990400,2014-10-02,67,0,0
A3I2T1ILN5WKSD,B007WTAJTO,"Adrianne Ayres ""Sabrina""","[0, 0]",Needed for my cell phone - works perfectly. SanDisk has never been disappointment 30 plus years been IT/computer work.,5.0,SanDisk,1387152000,2013-12-16,357,0,0
A3RTEJFZK8KL5R,B007WTAJTO,A E D III,"[1, 2]","Priced right memory card also reads writes fast. It's noticeable difference over cheaper cards. put my phone plan to buy another one for my tablet.",5.0,Good deal!,1381449600,2013-11-10,393,1,2
A2KJY8F5O1U5D6,B007WTAJTO,A. Felson,"[3, 3]","works great my sprint htc evo 4g lte. Formatted w/ fat32 so of course maximum file size 4gb meaning no full length hidef movies. However isn't problem; bought card for putting music library my phone.Like all class 10 micro-sdhc cards does NOT do 10MB/s it's closer than any other class 10 card ever tried. Most do 3-4MB/s. Kingston 32GB did 7MB/s. card does about 8-9MB/s.Can't wait till 128GB 256GB cards become available affordable.",5.0,works great with htc evo 4g lte,1350259200,2012-10-15,784,3,3
A1LP4NB5X34HF8,B007WTAJTO,A.Fenderson,"[0, 0]","**Update 6.24.14**My 128 GB card stopped allowing writes via any of my card-readers Windows PC--either when inside any of several full-size SD card adapters (with write-protect tab either position) plugged directly into microSD slot of reader. MicroSD cards have no write-protect tab so quite surprised worried by this. After failing to find any workable solution by searching online finally put my Chromebook created new folder there then stuck back my Windows PC no longer gave me write-protect error. If anyone has similar problem I'd recommend doing something similar by putting any other PC laptop camera etc have available try writing to there.----------------------------------------------This portion of my review necessarily being written as update to my original review of 64 GB version of card since Amazon disallows multiple reviews for what consider same item. portion concerns 128 GB version of card:I don't need fast card so speeds card not important besides which my test PC not exactly high-end. Therefore didn't count off for speed results got below using USB 2.0 card adapter thought might relevant to some readers. While card did reach Class-10 and/or UHS-I requirements came under 2/3 of claimed ""read speeds up to 30 MB/s for fast file transfer."" Then again running second PC using different USB 2.0 card reader none of speeds even hit 5 MB/s so seems to highly system-dependent.I only got card week so far works *select* SDXC-compatible devices exFAT-compatible operating systems: some SDXC-compatible devices such as Panasonic HDC-TM40 do not allow cards larger than 64 GB (for whatever reason); was stated manual confirmed card recognized as broken/corrupt/unusable device whereas 64 GB exFAT cards work fine. The 128 GB works fine (with original exFAT formatting) my Toshiba Excite 7.7 Android tablet (predictably) not all my non-SDXC-compatible Galaxy Note 2 (though possibly would if reformatted to FAT32 since 64 GB card FAT32 works fine there).I'll update my review to reflect any problems issues etc notice coming days & weeks.-----------------------------------------------------------------------CrystalDiskMark 3.0.3 (C) 2007-2013 hiyohiyoCrystal Dew World : [url removed as per Amazon rules]-----------------------------------------------------------------------* MB/s = 1000000 byte/s [SATA/300 = 300000000 byte/s]Sequential Read : 18.694 MB/sSequential Write : 11.921 MB/sRandom Read 512KB : 18.502 MB/sRandom Write 512KB : 0.680 MB/sRandom Read 4KB (QD=1) : 3.339 MB/s [ 815.1 IOPS]Random Write 4KB (QD=1) : 1.581 MB/s [ 386.1 IOPS]Random Read 4KB (QD=32) : 3.151 MB/s [ 769.4 IOPS]Random Write 4KB (QD=32) : 1.564 MB/s [ 381.8 IOPS]Test : 1000 MB [G: 0.0% (0.0/119.1 GB)] (x5)Date : 2014/04/24 16:53:49OS : Windows XP Professional SP3 [5.1 Build 2600] (x86)-------------------------------------------------------------------------------------------------------------------------------The following my original review of 64 GB version of card published April 24 2013:This high-quality card. used variety of devices through multiple readers different pcs an HD camcorder using micro to full-sized SD adapter never once had problem even works full capacity in *some* microSDHC-only devices once its reformatted to FAT32 (such as my SanDisk Clip+ FLAC player supposedly even PSPs via proper adapter though haven't yet tested my PSP). keep anticipating someone coming out card equal better capacity speeds a comparable price haven't seen one yet. If these cheaper I'd have several by now.Make sure your device can handle micro full-sized SDXC cards one of those rare gems state support only as high as SDHC have been tested to work SDXC cards such as one once they've been manually reformatted to FAT32.",5.0,"128 GB and 64 GB versions great but can't confirm speed claims outside of the Class ratings",1366761600,2013-04-24,593,0,0
A2NN1KIYEM2SKS,B007WTAJTO,AF,"[0, 0]","Works great phone wife loves we got second for her mom storing lots of pictures videos it",5.0,Works,1403395200,2014-06-22,169,0,0
A1B1F2MVZ2MZYJ,B007WTAJTO,A. Flores,"[0, 0]",loaded card up home movies for my Samsung Galaxy Tab 2. The copy process computer to card fast. There no skips movie quality have plenty of room left to go. Wish had bought another for more collections.,5.0,Fast and Dependable,1359072000,2013-01-25,682,0,0
A13PWRAEW1WMG6,B007WTAJTO,A. Garcia,"[0, 0]","Bought for my S3 loaded 4 seasons of Futurama 5 full length HD movies several documentaries dozen so 30 minute comedy shows plenty of room left over for pictures etc...Only slight nitpick when booting up into recovery mode S3 will not recognize card. Wanted to update phone to latest version of Android would not see Had to resort to 2GB MicroSD had laying around. That wasn't SD card issue thought would throw in.",5.0,Great for movies on the go,1375056000,2013-07-29,497,0,0
AJVGREW8IXDGC,B007WTAJTO,Agean2010,"[0, 0]",purchased after my wife bought our Samsung Galaxy S4 to store all music pictures videos. The S4 camera capable of capturing 16-megapixels photos so 16GB microSD had will not suffice. As matter of fact already exhausted remaining space card so 64GB will allow me to take more photos (of our son).",5.0,Great storage media,1389052800,2014-07-01,160,0,0
AEIILE1PUV2W,B007WTAJTO,Aggies82,"[0, 0]","Great storage has not failed yet after about year of usage.",5.0,"Good reliable storage for my Galaxy S4!",1404086400,2014-06-30,161,0,0
AY9S93OVP7MXD,B007WTAJTO,"A. Ghayyath ""AAG""","[0, 0]","Since wife using is not causing any problems then must functioning normally. Looks good so far.",5.0,"Wife is using no complaints",1360108800,2013-06-02,554,0,0
A16PH8I60IGM4F,B007WTAJTO,A. GONZALEZ MEDINA,"[0, 0]","Lot of questions about memory card fitting Samsung Galaxy Tab 3 10.1 tablet. fits works no problem all. The only after installing instead of showing 64GB available only shows 59GB.Tried formatting card same results.Have no idea if limit set by Galaxy Tab 3 tablet &#34;normal&#34; to buy 64GB get less than that.As surely not problem coming Sandisk memory card my rating is a 5-STAR. Excellent price works great quick delivery.",5.0,Works OK with the Samsung Galaxy Tab 3 10.1...,1392595200,2014-02-17,294,0,0
